1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 ,33 ,34 ,35 ,36 ,37 ,38 ,39 ,40 ,41 ,42 ,43 ,44 ,45 ,46 ,47 ,48 ,49 ,50 ,51 ,52 ,53 ,54 ,
-50.095789,3.363015,0.992935,1.526771,0.208153,0.650884,0.129413,0.693994,-0.074474,0.063963,0.050826,-0.162154,-0.318997,2.007405,0.975406,0.774124,0.663413,0.612295,0.504423,0.557219,0.483026,0.479702,0.454238,0.432335,0.441939,0.475728,2.756510,0.943282,0.771948,0.641337,0.569203,0.405525,0.461826,0.367279,0.418320,0.376739,0.292787,0.468703,0.554961,0.911421,0.383439,0.252023,0.242782,0.203778,0.128985,0.164833,0.145662,0.128492,0.109899,0.112741,0.115053,0.132625,1,0
-48.753481,3.006794,1.208233,0.844972,0.055367,-0.019810,0.233273,0.350396,0.341326,0.018980,0.058609,-0.072532,-0.131178,3.477316,1.725500,1.117958,0.998045,0.932557,0.803376,0.731879,0.647137,0.618745,0.575317,0.603952,0.635291,0.666600,2.331025,0.963739,0.790168,0.638756,0.662255,0.517215,0.405788,0.345760,0.354643,0.328650,0.393144,0.547307,0.582633,1.443679,0.629746,0.327033,0.354155,0.305593,0.236542,0.219605,0.170791,0.173243,0.142603,0.173536,0.193432,0.254352,1,0
-48.657267,3.573884,1.211469,0.392672,0.054728,0.333583,0.001118,0.068697,-0.004504,-0.168488,-0.111183,-0.123667,0.051447,2.670437,1.139137,0.697833,0.578047,0.483558,0.465915,0.465391,0.448011,0.467896,0.449651,0.468157,0.491252,0.469821,1.425880,0.625838,0.659442,0.453986,0.359345,0.277733,0.259552,0.344171,0.494665,0.442598,0.438390,0.608204,0.489068,0.776205,0.327337,0.208555,0.180626,0.105413,0.101833,0.093097,0.105897,0.116114,0.125673,0.128738,0.148182,0.149217,1,0
-50.297963,5.352015,-1.445397,2.509438,-0.329814,0.991758,-0.362817,0.648508,0.292566,0.345203,-0.104518,0.124803,-0.185169,1.852735,0.951235,0.745506,0.716518,0.645660,0.576031,0.540171,0.503484,0.482835,0.474581,0.478661,0.479870,0.457583,1.720083,0.876071,0.577314,0.570482,0.480240,0.326527,0.352991,0.349912,0.307017,0.324727,0.334717,0.323659,0.297739,0.717534,0.332148,0.276593,0.226387,0.243457,0.167040,0.143189,0.151954,0.136661,0.118574,0.119666,0.157367,0.136718,1,0
-45.518054,4.181857,-0.094219,0.879500,-0.255421,0.058086,0.064180,0.620753,0.388307,0.191181,-0.032019,0.038884,0.124835,1.352596,0.840761,0.746037,0.735441,0.575195,0.535528,0.454925,0.455426,0.449335,0.399690,0.416765,0.406026,0.405872,1.661876,0.813028,0.797120,0.741365,0.449135,0.557288,0.269555,0.264654,0.260647,0.197539,0.315332,0.293426,0.285661,0.559725,0.395851,0.307541,0.288962,0.183101,0.190924,0.119805,0.108275,0.115754,0.096448,0.111597,0.125090,0.134049,1,0
-49.958716,4.291058,-0.032453,1.086788,-0.109813,0.369054,0.383238,0.710908,0.084945,0.176499,0.020264,0.175701,-0.070291,1.342940,0.750199,0.582217,0.594330,0.550250,0.475118,0.489878,0.488675,0.461766,0.424862,0.441278,0.397828,0.391130,7.610544,1.184480,1.605836,0.759877,0.823135,0.485103,0.450595,0.400482,0.502605,0.418455,0.342052,0.395163,0.317827,0.990011,0.483201,0.296338,0.242537,0.240685,0.137627,0.165082,0.186937,0.162093,0.125785,0.123202,0.090067,0.103457,1,0
-54.088271,4.485152,1.059279,0.866271,0.566881,0.289887,0.506139,0.883858,0.458405,0.418077,0.250676,0.010418,0.331459,1.776286,0.938845,0.726136,0.531319,0.473636,0.482734,0.486449,0.465672,0.431490,0.428314,0.421389,0.399811,0.419638,3.406034,0.645382,1.039450,0.524511,0.465590,0.503395,0.353340,0.390029,0.477921,0.366204,0.443562,0.299641,0.336746,0.762769,0.306408,0.326757,0.167569,0.119521,0.142908,0.110031,0.115962,0.096597,0.113151,0.089788,0.102774,0.130388,1,0
-55.385850,5.752502,-0.675051,0.992714,-0.949643,-0.219908,0.093663,0.476163,-0.116005,-0.684100,-0.486347,-0.235066,0.032394,1.578762,0.988162,0.739482,0.671667,0.513337,0.491036,0.483037,0.491951,0.557953,0.487465,0.508878,0.484836,0.502252,3.226881,1.889771,1.180379,1.253143,0.630495,0.653369,0.585273,0.639737,0.898351,1.051400,0.801796,0.936158,0.938869,0.876973,0.517114,0.441647,0.332726,0.174442,0.164054,0.170432,0.157224,0.198661,0.199884,0.180015,0.228607,0.194326,1,0
-47.433771,3.693764,0.028158,1.508914,0.095879,0.213613,0.073663,0.517984,0.539042,0.233846,0.040204,0.094722,0.052656,1.241661,0.843739,0.770035,0.637545,0.584901,0.546980,0.469046,0.475169,0.439256,0.412742,0.442373,0.402648,0.434254,2.569281,0.914418,0.990520,0.615065,0.690627,0.457496,0.443747,0.377459,0.331042,0.355770,0.332315,0.311962,0.378584,0.668090,0.355822,0.268599,0.180268,0.177967,0.158163,0.136690,0.151549,0.114955,0.103176,0.112603,0.098341,0.126304,1,0
-46.822172,2.783641,0.902571,1.324020,-0.155848,-0.088793,0.100460,0.595540,0.105508,-0.164268,0.062029,-0.029738,0.058714,1.714716,0.738304,0.780308,0.721996,0.567415,0.553792,0.479755,0.504343,0.476081,0.502483,0.435899,0.448027,0.437888,2.587038,0.470773,0.689124,0.475616,0.607170,0.335314,0.273456,0.382510,0.292399,0.417666,0.262517,0.282979,0.274825,0.854486,0.279737,0.355215,0.276962,0.161644,0.123327,0.142555,0.105279,0.116262,0.114921,0.102965,0.115789,0.125849,1,0
